StudentID,StudentName,Descr,Subject,Pat,Mtg Start,Mtg End
9362443,Katelyn Strong,INTRO TO SIGNALS AND SYSTEMS,ECE,W,11:45:00 AM,2:35:00 PM
deb69b0,Franklin Nicholson,KNOWLEDGE AND CERTAINTY,PHIL,TTH,4:40:00 PM,5:55:00 PM
deb69b0,Franklin Nicholson,CORE CONCEPTS IN CHEMISTRY,CHEM,TTH,8:30:00 AM,9:45:00 AM
deb69b0,Franklin Nicholson,CORE CONCEPTS IN CHEMISTRY,CHEM,M,8:45:00 AM,9:35:00 AM
deb69b0,Franklin Nicholson,CORE CONCEPTS IN CHEMISTRY,CHEM,T,10:05:00 AM,1:05:00 PM
deb69b0,Franklin Nicholson,INTERMEDIATE MECHANICS,PHYSICS,WF,10:05:00 AM,11:20:00 AM
deb69b0,Franklin Nicholson,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,1:30:00 PM,3:30:00 PM
deb69b0,Franklin Nicholson,INTERMEDIATE MECHANICS,PHYSICS,W,1:30:00 PM,3:30:00 PM
deb69b0,Franklin Nicholson,MATRICES AND VECTORS,MATH,WF,8:30:00 AM,9:45:00 AM
deb69b0,Franklin Nicholson,FUND OF ELEC AND COMP ENGR,ECE,TTH,1:25:00 PM,2:40:00 PM
deb69b0,Franklin Nicholson,FUND OF ELEC AND COMP ENGR,ECE,F,1:25:00 PM,2:40:00 PM
b58084a,Robin Ross,INTERMEDIATE MECHANICS,PHYSICS,WF,10:05:00 AM,11:20:00 AM
b58084a,Robin Ross,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,1:30:00 PM,3:30:00 PM
b58084a,Robin Ross,INTERMEDIATE MECHANICS,PHYSICS,W,1:30:00 PM,3:30:00 PM
b58084a,Robin Ross,ACADEMIC WRITING,WRITING,TTH,11:45:00 AM,1:00:00 PM
b58084a,Robin Ross,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
b58084a,Robin Ross,MECHANICS OF SOLIDS,EGR,T,8:30:00 AM,9:45:00 AM
b58084a,Robin Ross,REAL ANALYSIS I,MATH,MW,4:55:00 PM,5:45:00 PM
b58084a,Robin Ross,REAL ANALYSIS I,MATH,T,3:05:00 PM,4:20:00 PM
b58084a,Robin Ross,REAL ANALYSIS I,MATH,TH,10:05:00 AM,11:20:00 AM
091fcab,Walter Mccoy,INTERMEDIATE MECHANICS,PHYSICS,WF,10:05:00 AM,11:20:00 AM
091fcab,Walter Mccoy,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,1:30:00 PM,3:30:00 PM
091fcab,Walter Mccoy,INTERMEDIATE MECHANICS,PHYSICS,W,1:30:00 PM,3:30:00 PM
091fcab,Walter Mccoy,ACADEMIC WRITING,WRITING,TTH,10:05:00 AM,11:20:00 AM
091fcab,Walter Mccoy,FINANCIAL ACCOUNTING,ECON,MWF,11:45:00 AM,1:00:00 PM
091fcab,Walter Mccoy,FINANCIAL ACCOUNTING,ECON,TH,6:30:00 PM,7:20:00 PM
091fcab,Walter Mccoy,ADVANCED INTRO PROBABILITY,MATH,MWF,8:45:00 AM,9:35:00 AM
091fcab,Walter Mccoy,ADVANCED INTRO PROBABILITY,MATH,TH,4:40:00 PM,5:55:00 PM
091fcab,Walter Mccoy,ADV TOPICS IN DEEP LEARNING,ECE,TTH,11:45:00 AM,1:00:00 PM
091fcab,Walter Mccoy,INTRO TO SIGNALS AND SYSTEMS,ECE,T,1:25:00 PM,4:15:00 PM
13704ca,Neil Caldwell,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
13704ca,Neil Caldwell,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,1:30:00 PM,3:30:00 PM
13704ca,Neil Caldwell,INTERMEDIATE MECHANICS,PHYSICS,W,1:30:00 PM,3:30:00 PM
13704ca,Neil Caldwell,RESEARCH PROJECTS IN EGR,EGR,,,
13704ca,Neil Caldwell,ECONOMICS AND THE ENVIRONMENT,ENVIRON,TTH,8:30:00 AM,9:45:00 AM
13704ca,Neil Caldwell,MATRICES AND VECTORS,MATH,TTH,10:05:00 AM,11:20:00 AM
13704ca,Neil Caldwell,PRACTICAL METHODS IN CE,CEE,MWF,10:20:00 AM,11:10:00 AM
13704ca,Neil Caldwell,PRACTICAL METHODS IN CE,CEE,W,8:30:00 AM,9:45:00 AM
32161df,Tyler Rogers,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
32161df,Tyler Rogers,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,1:30:00 PM,3:30:00 PM
32161df,Tyler Rogers,INTERMEDIATE MECHANICS,PHYSICS,T,1:30:00 PM,3:30:00 PM
32161df,Tyler Rogers,ACADEMIC WRITING,WRITING,TTH,11:45:00 AM,1:00:00 PM
32161df,Tyler Rogers,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
32161df,Tyler Rogers,MECHANICS OF SOLIDS,EGR,T,10:05:00 AM,11:20:00 AM
32161df,Tyler Rogers,ADVANCED INTRO PROBABILITY,MATH,MWF,10:20:00 AM,11:10:00 AM
32161df,Tyler Rogers,ADVANCED INTRO PROBABILITY,MATH,TH,1:25:00 PM,2:40:00 PM
0a0bfe0,Albert Turner,ACADEMIC WRITING,WRITING,TTH,3:05:00 PM,4:20:00 PM
0a0bfe0,Albert Turner,ECONOMIC PRINCIPLES,ECON,MWF,1:25:00 PM,2:40:00 PM
0a0bfe0,Albert Turner,ECONOMIC PRINCIPLES,ECON,T,12:00:00 PM,12:50:00 PM
0a0bfe0,Albert Turner,MATRICES AND VECTORS,MATH,MWF,10:20:00 AM,11:10:00 AM
0a0bfe0,Albert Turner,ADV TOPICS IN DEEP LEARNING,ECE,MW,3:05:00 PM,4:20:00 PM
0a0bfe0,Albert Turner,FUND OF ELEC AND COMP ENGR,ECE,TTH,1:25:00 PM,2:40:00 PM
0a0bfe0,Albert Turner,FUND OF ELEC AND COMP ENGR,ECE,F,11:45:00 AM,1:00:00 PM
0a0bfe0,Albert Turner,INTRO TO SIGNALS AND SYSTEMS,ECE,TH,10:05:00 AM,12:55:00 PM
f151ba8,Maxwell Kirby,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
f151ba8,Maxwell Kirby,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,6:00:00 PM,8:00:00 PM
f151ba8,Maxwell Kirby,INTERMEDIATE MECHANICS,PHYSICS,T,3:45:00 PM,5:45:00 PM
f151ba8,Maxwell Kirby,DATABASE SYSTEMS,COMPSCI,MW,1:25:00 PM,2:40:00 PM
f151ba8,Maxwell Kirby,DATABASE SYSTEMS,COMPSCI,TH,3:05:00 PM,4:20:00 PM
f151ba8,Maxwell Kirby,MATRICES AND VECTORS,MATH,TTH,1:25:00 PM,2:40:00 PM
f151ba8,Maxwell Kirby,ADV TOPICS IN DEEP LEARNING,ECE,MW,3:05:00 PM,4:20:00 PM
f151ba8,Maxwell Kirby,INTRO TO SIGNALS AND SYSTEMS,ECE,T,10:05:00 AM,12:55:00 PM
52a3005,William Perez,INTRODUCTORY MECHANICS,PHYSICS,WF,1:25:00 PM,2:40:00 PM
52a3005,William Perez,INTRODUCTORY MECHANICS,PHYSICS,M,6:00:00 PM,8:00:00 PM
52a3005,William Perez,INTRODUCTORY MECHANICS,PHYSICS,T,1:30:00 PM,3:30:00 PM
52a3005,William Perez,DATABASE SYSTEMS,COMPSCI,MW,3:05:00 PM,4:20:00 PM
52a3005,William Perez,DATABASE SYSTEMS,COMPSCI,TH,1:25:00 PM,2:40:00 PM
52a3005,William Perez,MULTIVARIABLE CALCULUS,MATH,WF,10:05:00 AM,11:20:00 AM
52a3005,William Perez,INTRO TO SIGNALS AND SYSTEMS,ECE,TH,10:05:00 AM,12:55:00 PM
52a3005,William Perez,ADV TOPICS IN DEEP LEARNING,ECE,MW,11:45:00 AM,1:00:00 PM
559e03a,Joanne Torres,ACADEMIC WRITING,WRITING,WF,3:05:00 PM,4:20:00 PM
559e03a,Joanne Torres,FIRST-YEAR CHINESE I,CHINESE,MW,10:05:00 AM,11:20:00 AM
559e03a,Joanne Torres,FIRST-YEAR CHINESE I,CHINESE,F,10:05:00 AM,11:20:00 AM
559e03a,Joanne Torres,ECONOMIC PRINCIPLES,ECON,MWF,1:25:00 PM,2:40:00 PM
559e03a,Joanne Torres,ECONOMIC PRINCIPLES,ECON,TH,12:00:00 PM,12:50:00 PM
559e03a,Joanne Torres,MATRICES AND VECTORS,MATH,TTH,8:30:00 AM,9:45:00 AM
39b96ac,Gail Mayer,FLUTE,MUSIC,,,
39b96ac,Gail Mayer,ACADEMIC WRITING,WRITING,TTH,11:45:00 AM,1:00:00 PM
39b96ac,Gail Mayer,ELEC FUND OF MECHATRONICS,EGR,MF,10:05:00 AM,11:20:00 AM
39b96ac,Gail Mayer,ELEC FUND OF MECHATRONICS,EGR,W,8:30:00 AM,11:00:00 AM
39b96ac,Gail Mayer,PROBABILITY,MATH,TTH,8:30:00 AM,9:45:00 AM
39b96ac,Gail Mayer,MATRICES AND VECTORS,MATH,TTH,10:05:00 AM,11:20:00 AM
39b96ac,Gail Mayer,INTRO TO SIGNALS AND SYSTEMS,ECE,W,1:25:00 PM,4:15:00 PM
39b96ac,Gail Mayer,ADV TOPICS IN DEEP LEARNING,ECE,MW,11:45:00 AM,1:00:00 PM
659d13c,Jeremy Shelton,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
659d13c,Jeremy Shelton,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,1:30:00 PM,3:30:00 PM
659d13c,Jeremy Shelton,INTERMEDIATE MECHANICS,PHYSICS,T,3:45:00 PM,5:45:00 PM
659d13c,Jeremy Shelton,ACADEMIC WRITING,WRITING,TTH,1:25:00 PM,2:40:00 PM
659d13c,Jeremy Shelton,MATRICES AND VECTORS,MATH,TTH,10:05:00 AM,11:20:00 AM
659d13c,Jeremy Shelton,PRACTICAL METHODS IN CE,CEE,MWF,10:20:00 AM,11:10:00 AM
659d13c,Jeremy Shelton,PRACTICAL METHODS IN CE,CEE,W,8:30:00 AM,9:45:00 AM
659d13c,Jeremy Shelton,HOUSE COURSE (SP TOP),HOUSECS,M,5:15:00 PM,6:45:00 PM
62fae42,Brenda Haynes,INTRODUCTORY MECHANICS,PHYSICS,WF,1:25:00 PM,2:40:00 PM
62fae42,Brenda Haynes,MATRICES AND VECTORS,MATH,TTH,10:05:00 AM,11:20:00 AM
62fae42,Brenda Haynes,THEOLOGY/FICTION OF C.S. LEWIS,RELIGION,TTH,11:45:00 AM,1:00:00 PM
62fae42,Brenda Haynes,ADV TOPICS IN DEEP LEARNING,ECE,MW,10:05:00 AM,11:20:00 AM
62fae42,Brenda Haynes,INTRO TO SIGNALS AND SYSTEMS,ECE,T,4:40:00 PM,7:30:00 PM
62fae42,Brenda Haynes,INTRODUCTORY MECHANICS,PHYSICS,M,1:30:00 PM,3:30:00 PM
62fae42,Brenda Haynes,INTRODUCTORY MECHANICS,PHYSICS,T,1:30:00 PM,3:30:00 PM
39cc02d,Tim Gonzales,INTERMEDIATE MECHANICS,PHYSICS,WF,10:05:00 AM,11:20:00 AM
39cc02d,Tim Gonzales,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,3:45:00 PM,5:45:00 PM
39cc02d,Tim Gonzales,INTERMEDIATE MECHANICS,PHYSICS,W,3:45:00 PM,5:45:00 PM
39cc02d,Tim Gonzales,FILM ANIMATION PRODUCTION,ARTSVIS,F,1:25:00 PM,3:55:00 PM
39cc02d,Tim Gonzales,MULTIVARIABLE CALCULUS,MATH,WF,11:45:00 AM,1:00:00 PM
39cc02d,Tim Gonzales,ADV TOPICS IN DEEP LEARNING,ECE,TTH,11:45:00 AM,1:00:00 PM
39cc02d,Tim Gonzales,INTRO TO SIGNALS AND SYSTEMS,ECE,TH,8:30:00 AM,11:20:00 AM
593358a,Alyssa Cross,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
593358a,Alyssa Cross,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,T,1:30:00 PM,3:30:00 PM
593358a,Alyssa Cross,INTERMEDIATE MECHANICS,PHYSICS,T,3:45:00 PM,5:45:00 PM
593358a,Alyssa Cross,ACADEMIC WRITING,WRITING,WF,8:30:00 AM,9:45:00 AM
593358a,Alyssa Cross,ADVANCED INTRO PROBABILITY,MATH,MWF,10:20:00 AM,11:10:00 AM
593358a,Alyssa Cross,ADVANCED INTRO PROBABILITY,MATH,TH,1:25:00 PM,2:40:00 PM
593358a,Alyssa Cross,ADV TOPICS IN DEEP LEARNING,ECE,MW,3:05:00 PM,4:20:00 PM
593358a,Alyssa Cross,INTRO TO SIGNALS AND SYSTEMS,ECE,T,10:05:00 AM,12:55:00 PM
4b18a3c,Andres Owen,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
4b18a3c,Andres Owen,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,3:45:00 PM,5:45:00 PM
4b18a3c,Andres Owen,INTERMEDIATE MECHANICS,PHYSICS,W,1:30:00 PM,3:30:00 PM
4b18a3c,Andres Owen,ACADEMIC WRITING,WRITING,TTH,11:45:00 AM,1:00:00 PM
4b18a3c,Andres Owen,LAB CALC/FUNCTIONS II,MATH,TTH,8:30:00 AM,9:45:00 AM
4b18a3c,Andres Owen,ADV TOPICS IN DEEP LEARNING,ECE,MW,10:05:00 AM,11:20:00 AM
4b18a3c,Andres Owen,INTRO TO SIGNALS AND SYSTEMS,ECE,T,3:05:00 PM,5:55:00 PM
4b18a3c,Andres Owen,"INFORMATION, SOCIETY & CULTURE",ISS,,,
77dd4c5,Dillon Blanchard,DYNAMICS,EGR,MF,11:45:00 AM,1:00:00 PM
77dd4c5,Dillon Blanchard,DYNAMICS,EGR,W,3:05:00 PM,4:20:00 PM
77dd4c5,Dillon Blanchard,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
77dd4c5,Dillon Blanchard,MECHANICS OF SOLIDS,EGR,T,10:05:00 AM,11:20:00 AM
77dd4c5,Dillon Blanchard,ENGINEERING INNOVATION,EGR,MF,1:25:00 PM,2:40:00 PM
77dd4c5,Dillon Blanchard,ENGINEERING INNOVATION,EGR,W,1:25:00 PM,2:40:00 PM
77dd4c5,Dillon Blanchard,ADVANCED INTRO PROBABILITY,MATH,MWF,10:20:00 AM,11:10:00 AM
77dd4c5,Dillon Blanchard,ADVANCED INTRO PROBABILITY,MATH,TH,8:30:00 AM,9:45:00 AM
77dd4c5,Dillon Blanchard,"LEFT, RIGHT, AND CENTER",POLSCI,TTH,1:25:00 PM,2:40:00 PM
3a06974,Danny Summers,FIRST-YEAR SEMINAR (TOP),CULANTH,MW,10:05:00 AM,11:20:00 AM
3a06974,Danny Summers,INTRODUCTORY MECHANICS,PHYSICS,WF,1:25:00 PM,2:40:00 PM
3a06974,Danny Summers,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
3a06974,Danny Summers,MECHANICS OF SOLIDS,EGR,T,8:30:00 AM,9:45:00 AM
3a06974,Danny Summers,MATRICES AND VECTORS,MATH,TTH,10:05:00 AM,11:20:00 AM
3a06974,Danny Summers,INTRODUCTORY MECHANICS,PHYSICS,M,1:30:00 PM,3:30:00 PM
3a06974,Danny Summers,INTRODUCTORY MECHANICS,PHYSICS,T,1:30:00 PM,3:30:00 PM
1fafa29,Aaron Moore,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
1fafa29,Aaron Moore,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,3:45:00 PM,5:45:00 PM
1fafa29,Aaron Moore,INTERMEDIATE MECHANICS,PHYSICS,T,1:30:00 PM,3:30:00 PM
1fafa29,Aaron Moore,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
1fafa29,Aaron Moore,MECHANICS OF SOLIDS,EGR,T,10:05:00 AM,11:20:00 AM
1fafa29,Aaron Moore,DATABASE SYSTEMS,COMPSCI,MW,1:25:00 PM,2:40:00 PM
1fafa29,Aaron Moore,DATABASE SYSTEMS,COMPSCI,TH,10:05:00 AM,11:20:00 AM
1fafa29,Aaron Moore,MATRICES AND VECTORS,MATH,MWF,10:20:00 AM,11:10:00 AM
1fafa29,Aaron Moore,ENGINEERING THE PLANET,CEE,,,
0b12889,Joel Lin,ENGINEERING INNOVATION,EGR,MF,1:25:00 PM,2:40:00 PM
0b12889,Joel Lin,ENGINEERING INNOVATION,EGR,W,1:25:00 PM,2:40:00 PM
0b12889,Joel Lin,AIDS/EMERGING DISEASES,BIOLOGY,MWF,10:05:00 AM,11:20:00 AM
0b12889,Joel Lin,AIDS/EMERGING DISEASES,BIOLOGY,M,3:20:00 PM,5:50:00 PM
0b12889,Joel Lin,FINANCIAL ACCOUNTING,ECON,MWF,11:45:00 AM,1:00:00 PM
0b12889,Joel Lin,FINANCIAL ACCOUNTING,ECON,TH,3:20:00 PM,4:10:00 PM
0b12889,Joel Lin,MATRICES AND VECTORS,MATH,TTH,1:25:00 PM,2:40:00 PM
9589c82,Stacey Banks,INTERMEDIATE MECHANICS,PHYSICS,WF,10:05:00 AM,11:20:00 AM
9589c82,Stacey Banks,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,1:30:00 PM,3:30:00 PM
9589c82,Stacey Banks,INTERMEDIATE MECHANICS,PHYSICS,T,6:00:00 PM,8:00:00 PM
9589c82,Stacey Banks,ACADEMIC WRITING,WRITING,WF,1:25:00 PM,2:40:00 PM
9589c82,Stacey Banks,ADVANCED INTRO PROBABILITY,MATH,MWF,8:45:00 AM,9:35:00 AM
9589c82,Stacey Banks,ADVANCED INTRO PROBABILITY,MATH,TH,1:25:00 PM,2:40:00 PM
9589c82,Stacey Banks,ADV TOPICS IN DEEP LEARNING,ECE,TTH,11:45:00 AM,1:00:00 PM
9589c82,Stacey Banks,INTRO TO SIGNALS AND SYSTEMS,ECE,TH,8:30:00 AM,11:20:00 AM
07145bf,Emily Santos,HERITAGE/VALUES US AIR FORCE,AEROSCI,TH,10:05:00 AM,12:35:00 PM
07145bf,Emily Santos,LEADERSHIP LABORATORY,AEROSCI,T,10:05:00 AM,11:20:00 AM
07145bf,Emily Santos,INTERMEDIATE MECHANICS,PHYSICS,WF,10:05:00 AM,11:20:00 AM
07145bf,Emily Santos,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,6:00:00 PM,8:00:00 PM
07145bf,Emily Santos,INTERMEDIATE MECHANICS,PHYSICS,W,6:00:00 PM,8:00:00 PM
07145bf,Emily Santos,ACADEMIC WRITING,WRITING,TTH,1:25:00 PM,2:40:00 PM
07145bf,Emily Santos,REAL ANALYSIS I,MATH,MW,4:55:00 PM,5:45:00 PM
07145bf,Emily Santos,REAL ANALYSIS I,MATH,T,3:05:00 PM,4:20:00 PM
07145bf,Emily Santos,REAL ANALYSIS I,MATH,TH,3:05:00 PM,4:20:00 PM
07145bf,Emily Santos,ADV TOPICS IN DEEP LEARNING,ECE,MW,1:25:00 PM,2:40:00 PM
07145bf,Emily Santos,INTRO TO SIGNALS AND SYSTEMS,ECE,T,4:40:00 PM,7:30:00 PM
c68adc3,Kathryn Collins,ORGANIC CHEMISTRY II LAB,CHEM,TTH,10:05:00 AM,11:20:00 AM
c68adc3,Kathryn Collins,ORGANIC CHEMISTRY II LAB,CHEM,W,10:20:00 AM,11:10:00 AM
c68adc3,Kathryn Collins,PHYSICAL CHEMISTRY II,CHEM,TH,1:25:00 PM,4:25:00 PM
c68adc3,Kathryn Collins,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
c68adc3,Kathryn Collins,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,T,1:30:00 PM,3:30:00 PM
c68adc3,Kathryn Collins,INTERMEDIATE MECHANICS,PHYSICS,T,6:00:00 PM,8:00:00 PM
c68adc3,Kathryn Collins,ENGINEERING INNOVATION,EGR,MF,3:05:00 PM,4:20:00 PM
c68adc3,Kathryn Collins,ENGINEERING INNOVATION,EGR,W,3:05:00 PM,4:20:00 PM
c68adc3,Kathryn Collins,MATRICES AND VECTORS,MATH,WF,8:30:00 AM,9:45:00 AM
0d44737,Erin Rodgers,INTERMEDIATE MECHANICS,PHYSICS,WF,10:05:00 AM,11:20:00 AM
0d44737,Erin Rodgers,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,T,1:30:00 PM,3:30:00 PM
0d44737,Erin Rodgers,INTERMEDIATE MECHANICS,PHYSICS,W,6:00:00 PM,8:00:00 PM
0d44737,Erin Rodgers,CAPOEIRA: PRACTICE AND CULTURE,AAAS,T,4:40:00 PM,7:10:00 PM
0d44737,Erin Rodgers,DATABASE SYSTEMS,COMPSCI,MW,3:05:00 PM,4:20:00 PM
0d44737,Erin Rodgers,DATABASE SYSTEMS,COMPSCI,TH,8:30:00 AM,9:45:00 AM
0d44737,Erin Rodgers,REAL ANALYSIS I,MATH,MW,1:40:00 PM,2:30:00 PM
0d44737,Erin Rodgers,REAL ANALYSIS I,MATH,T,11:45:00 AM,1:00:00 PM
0d44737,Erin Rodgers,REAL ANALYSIS I,MATH,TH,1:25:00 PM,2:40:00 PM
0d44737,Erin Rodgers,INTRO TO SIGNALS AND SYSTEMS,ECE,TH,10:05:00 AM,12:55:00 PM
0d44737,Erin Rodgers,ADV TOPICS IN DEEP LEARNING,ECE,MW,11:45:00 AM,1:00:00 PM
dce891d,Leonard Armstrong,HERITAGE/VALUES US AIR FORCE,AEROSCI,TH,10:05:00 AM,12:35:00 PM
dce891d,Leonard Armstrong,LEADERSHIP LABORATORY,AEROSCI,T,10:05:00 AM,11:20:00 AM
dce891d,Leonard Armstrong,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
dce891d,Leonard Armstrong,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,3:45:00 PM,5:45:00 PM
dce891d,Leonard Armstrong,INTERMEDIATE MECHANICS,PHYSICS,W,3:45:00 PM,5:45:00 PM
dce891d,Leonard Armstrong,ACADEMIC WRITING,WRITING,TTH,1:25:00 PM,2:40:00 PM
dce891d,Leonard Armstrong,DATABASE SYSTEMS,COMPSCI,MW,1:25:00 PM,2:40:00 PM
dce891d,Leonard Armstrong,DATABASE SYSTEMS,COMPSCI,TH,4:40:00 PM,5:55:00 PM
dce891d,Leonard Armstrong,LABORATORY CALCULUS II,MATH,MWF,10:20:00 AM,11:10:00 AM
dce891d,Leonard Armstrong,LABORATORY CALCULUS II,MATH,TTH,3:20:00 PM,4:10:00 PM
5c9b7be,Jorge Flowers,"SOCIETY, SELF, NATURAL WORLD",SOCIOL,TTH,11:45:00 AM,1:00:00 PM
5c9b7be,Jorge Flowers,INTERMEDIATE MECHANICS,PHYSICS,WF,10:05:00 AM,11:20:00 AM
5c9b7be,Jorge Flowers,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,T,6:00:00 PM,8:00:00 PM
5c9b7be,Jorge Flowers,INTERMEDIATE MECHANICS,PHYSICS,W,6:00:00 PM,8:00:00 PM
5c9b7be,Jorge Flowers,ACADEMIC WRITING,WRITING,MW,1:25:00 PM,2:40:00 PM
5c9b7be,Jorge Flowers,ENGINEERING INNOVATION,EGR,MF,3:05:00 PM,4:20:00 PM
5c9b7be,Jorge Flowers,ENGINEERING INNOVATION,EGR,W,3:05:00 PM,4:20:00 PM
5c9b7be,Jorge Flowers,ADVANCED INTRO PROBABILITY,MATH,MWF,8:45:00 AM,9:35:00 AM
5c9b7be,Jorge Flowers,ADVANCED INTRO PROBABILITY,MATH,TH,4:40:00 PM,5:55:00 PM
5c9b7be,Jorge Flowers,HOUSE COURSE (SP TOP),HOUSECS,M,5:15:00 PM,6:45:00 PM
29bb770,Luis Salazar,HERITAGE/VALUES US AIR FORCE,AEROSCI,TH,10:05:00 AM,12:35:00 PM
29bb770,Luis Salazar,LEADERSHIP LABORATORY,AEROSCI,T,10:05:00 AM,11:20:00 AM
29bb770,Luis Salazar,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
29bb770,Luis Salazar,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,6:00:00 PM,8:00:00 PM
29bb770,Luis Salazar,INTERMEDIATE MECHANICS,PHYSICS,T,6:00:00 PM,8:00:00 PM
29bb770,Luis Salazar,ENGINEERING INNOVATION,EGR,MF,1:25:00 PM,2:40:00 PM
29bb770,Luis Salazar,ENGINEERING INNOVATION,EGR,W,1:25:00 PM,2:40:00 PM
29bb770,Luis Salazar,REAL ANALYSIS I,MATH,MW,4:55:00 PM,5:45:00 PM
29bb770,Luis Salazar,REAL ANALYSIS I,MATH,T,3:05:00 PM,4:20:00 PM
29bb770,Luis Salazar,REAL ANALYSIS I,MATH,TH,1:25:00 PM,2:40:00 PM
29bb770,Luis Salazar,PRACTICAL METHODS IN CE,CEE,MWF,10:20:00 AM,11:10:00 AM
29bb770,Luis Salazar,PRACTICAL METHODS IN CE,CEE,W,8:30:00 AM,9:45:00 AM
2eaa6d2,Donna Kelley,INTRODUCTORY MECHANICS,PHYSICS,WF,1:25:00 PM,2:40:00 PM
2eaa6d2,Donna Kelley,INTRODUCTORY MECHANICS,PHYSICS,M,6:00:00 PM,8:00:00 PM
2eaa6d2,Donna Kelley,ACADEMIC WRITING,WRITING,TTH,1:25:00 PM,2:40:00 PM
2eaa6d2,Donna Kelley,RESEARCH PROJECTS IN EGR,EGR,,,
2eaa6d2,Donna Kelley,MATRICES AND VECTORS,MATH,TTH,10:05:00 AM,11:20:00 AM
2eaa6d2,Donna Kelley,ADV TOPICS IN DEEP LEARNING,ECE,MW,3:05:00 PM,4:20:00 PM
2eaa6d2,Donna Kelley,INTRO TO SIGNALS AND SYSTEMS,ECE,TH,3:05:00 PM,5:55:00 PM
2eaa6d2,Donna Kelley,INTRODUCTORY MECHANICS,PHYSICS,T,3:45:00 PM,5:45:00 PM
acf7fb1,Suzanne Zimmerman,DESIGN YOUR DUKE JOURNEY,I&E,M,3:20:00 PM,5:50:00 PM
acf7fb1,Suzanne Zimmerman,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
acf7fb1,Suzanne Zimmerman,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,T,1:30:00 PM,3:30:00 PM
acf7fb1,Suzanne Zimmerman,INTERMEDIATE MECHANICS,PHYSICS,T,3:45:00 PM,5:45:00 PM
acf7fb1,Suzanne Zimmerman,MECHANICS OF SOLIDS,EGR,MW,8:30:00 AM,9:45:00 AM
acf7fb1,Suzanne Zimmerman,MECHANICS OF SOLIDS,EGR,T,10:05:00 AM,11:20:00 AM
acf7fb1,Suzanne Zimmerman,ENGINEERING INNOVATION,EGR,MF,10:05:00 AM,11:20:00 AM
acf7fb1,Suzanne Zimmerman,ENGINEERING INNOVATION,EGR,W,10:05:00 AM,11:20:00 AM
acf7fb1,Suzanne Zimmerman,REAL ANALYSIS I,MATH,MW,1:40:00 PM,2:30:00 PM
acf7fb1,Suzanne Zimmerman,REAL ANALYSIS I,MATH,T,11:45:00 AM,1:00:00 PM
acf7fb1,Suzanne Zimmerman,REAL ANALYSIS I,MATH,TH,10:05:00 AM,11:20:00 AM
7ab92ef,Howard Stone,INTERMEDIATE MECHANICS,PHYSICS,WF,11:45:00 AM,1:00:00 PM
7ab92ef,Howard Stone,INTRO EXPERIMENTAL PHYSICS I,PHYSICS,M,1:30:00 PM,3:30:00 PM
7ab92ef,Howard Stone,INTERMEDIATE MECHANICS,PHYSICS,W,1:30:00 PM,3:30:00 PM
